price,ratings,pagenum,originalprice,discount,brand,processor,rear_camera_mp,front_camera_mp,phone_warranty_category,box_warranty_category,battery_m_ah,display_inches,ram,storage
68000,4.7,29,76999,11%,IQOO,Dimensity 6300 Processor,50MP,50MP,1 Year,1 Year,7000,6.85,12,256
1579,3.6,29,2099,24%,Nokia,Dimensity 6300 Processor,0.08MP,0.08MP,Up to 6 Months,Up to 6 Months,1000,6.7,8,0
26999,4.4,29,33999,20%,vivo,Dimensity 7300 Processor,50MP,50MP + 8MP,1 Year,1 Year,5600,6.77,8,128
19999,4.4,29,23999,16%,Tecno,Dimensity 7300 Ultimate Processor,64MP,64MP,1 Year,No Warranty,5500,6.78,8,256
17999,4.4,29,19999,10%,Tecno,Dimensity 7300 Ultimate Processor,64MP,64MP,1 Year,No Warranty,5500,6.78,8,128
1490,4.1,29,1899,21%,itel,Dimensity 6300 Processor,0.8MP,50MP,1 Year,No Warranty,2500,2.4,32,0
11999,4.4,29,12999,7%,realme,Dimensity 6300 Processor,32MP,8MP,1 Year,1 Year,6000,6.67,4,128
29999,4.5,29,35999,16%,OPPO,Dimensity 8450 Processor,50MP,50MP + 2MP,1 Year,1 Year,7000,6.8,8,256
26999,4.2,29,27999,3%,realme,MediaTek Dimensity 6400 MAX Processor,50MP,50MP + 2MP,1 Year,1 Year,7000,6.57,12,256
25999,4.6,30,32999,21%,realme,Dimensity 7400 Ultra Processor,50MP,50MP + 8MP,1 Year,1 Year,10001,6.8,8,128
7499,4.1,30,8999,16%,POCO,Helio G36 Processor,8MP,5MP,1 Year,1 Year,5000,6.71,4,64
59999,4.7,30,64999,7%,OPPO,Dimensity 8450 Processor,50MP,200MP + 50MP + 50MP,1 Year,1 Year,6200,6.32,12,256
37999,4.4,30,42999,11%,MOTOROLA,Dimensity 8350 Processor,50MP,50MP + 50MP + 10MP,1 Year,1 Year,6000,6.7,16,512
24999,4.3,30,32999,21%,realme,MediaTek Dimensity 6400 MAX Processor,50MP,50MP + 2MP,1 Year,1 Year,7000,6.57,8,256
29999,4.5,30,35999,16%,OPPO,Dimensity 8450 Processor,50MP,50MP + 2MP,1 Year,1 Year,7000,6.8,8,256
15499,4.2,30,18999,18%,Samsung,Dimensity 6300 Processor,50MP,50MP + 5MP + 2MP,1 Year,1 Year,5000,6.657,8,128
72899,4.8,30,76999,5%,OnePlus,Dimensity 6300 Processor,50MP,50MP,1 Year,No Warranty,7300,6.78,12,256
23495,4.6,30,26999,12%,REDMI,Dimensity 6300 Processor,108MP,108MP,1 Year,No Warranty,5520,6.77,8,128
15999,4.4,30,18999,15%,Tecno,Dimensity 7300 Ultimate Processor,64MP,64MP,1 Year,No Warranty,5500,6.78,6,128
28999,4.4,30,35999,19%,vivo,Dimensity 7300 Processor,50MP,50MP + 8MP,1 Year,1 Year,5600,6.77,8,256
1579,3.6,30,2099,24%,Nokia,Dimensity 6300 Processor,0.08MP,0.08MP,Up to 6 Months,Up to 6 Months,1000,6.7,8,0
19798,4.5,30,23999,17%,realme,Dimensity 6300 Processor,50MP,50MP,1 Year,1 Year,6000,6.77,8,256
599,3.3,30,999,40%,ringme,Dimensity 6300 Processor,0.3MP,0.3MP,Up to 6 Months,No Warranty,1000,1.8,8,0
8999,4.2,30,9999,10%,REDMI,T7250 Processor,32MP,8MP,1 Year,1 Year,5200,6.88,4,128
9999,3.9,30,12999,23%,Ai,T8200 Processor,50MP,5MP,1 Year,1 Year,5000,6.745,8,128
7999,4.1,30,8999,11%,REDMI,T7250 Processor,32MP,8MP,1 Year,1 Year,5200,6.88,3,64
929,4.1,30,1199,22%,LAVA,Dimensity 6300 Processor,50MP,0MP,1 Year,1 Year,5500,1.8,32,32
13989,4.3,30,15999,12%,REDMI,Dimensity 6300 Processor,50MP,50MP,1 Year,1 Year,6000,6.9,6,128
8220,4.4,30,10499,21%,Samsung,Helio G99 Processor,50MP,50MP,1 Year,1 Year,5000,6.7,4,64
13499,4.4,30,15999,15%,vivo,Dimensity 6300 Processor,50MP,5MP,1 Year,1 Year,6000,6.74,4,0
25999,4.6,31,32999,21%,realme,Dimensity 7400 Ultra Processor,50MP,50MP + 8MP,1 Year,1 Year,10001,6.8,8,128
9999,4.3,31,13999,28%,REDMI,Mediatek Dimensity 6100+ Processor,50MP,5MP,1 Year,1 Year,5000,6.74,4,128
499,3.7,31,999,50%,HOTLINE,Dimensity 6300 Processor,50MP,0MP,Up to 6 Months,No Warranty,1000,1.8,16,0
119999,4.2,31,164999,27%,Samsung,Snapdragon 8 Gen 3 Processor,50MP,50MP + 12MP + 10MP,1 Year,1 Year,4400,7.6,12,256
59999,4.7,31,64999,7%,OPPO,Dimensity 8450 Processor,50MP,200MP + 50MP + 50MP,1 Year,1 Year,6200,6.32,12,256
23999,4.4,31,24999,4%,Nothing,MediaTek Dimensity 7300 Pro Processor,50MP,50MP + 8MP + 2MP,1 Year,No Warranty,5000,6.7,8,256
21999,4.4,31,22999,4%,Nothing,MediaTek Dimensity 7300 Pro Processor,50MP,50MP + 8MP + 2MP,1 Year,No Warranty,5000,6.7,8,128
15999,4.4,31,18999,15%,Tecno,Dimensity 7300 Ultimate Processor,64MP,64MP,1 Year,No Warranty,5500,6.78,6,128
14980,4.3,31,16999,11%,REDMI,Dimensity 6300 Processor,50MP,50MP,1 Year,1 Year,6000,6.9,8,128
10391,4.1,31,13999,25%,Samsung,Dimensity 6300 Processor,50MP,50MP + 2MP,1 Year,1 Year,5000,6.7,4,64
9999,3.9,31,12999,23%,Ai,T8200 Processor,50MP,5MP,1 Year,1 Year,5000,6.745,8,128
30999,4.4,31,45999,32%,Samsung,Exynos 1480 Processor,50MP,32MP,1 Year,1 Year,5000,6.6,8,256
74999,4.6,31,80999,7%,Samsung,Dimensity 6300 Processor,50MP,50MP + 10MP + 12MP,1 Year,1 Year,4000,6.2,12,256
54900,4.6,31,32999,21%,Apple,A15 Bionic Chip,50MP,12MP,1 Year,1 Year,5500,6.1,128,0
37999,4.4,31,42999,11%,MOTOROLA,Dimensity 8350 Processor,50MP,50MP + 50MP + 10MP,1 Year,1 Year,6000,6.7,16,512
23999,4.4,31,30999,22%,REDMI,Dimensity 7300 Ultra Processor,50MP,50MP + 8MP + 2MP,1 Year,1 Year,5500,6.67,8,256
15989,3.8,31,17999,11%,LAVA,Dimensity 6300 Processor,64MP,64MP,1 Year,1 Year,5000,6.67,8,128
899,4.0,31,1499,40%,Kechaoda,Dimensity 6300 Processor,50MP,0MP,Up to 6 Months,No Warranty,5500,0.66,16,0
72899,4.8,31,76999,5%,OnePlus,Dimensity 6300 Processor,50MP,50MP,1 Year,No Warranty,7300,6.78,12,256
19999,4.4,31,23499,14%,vivo,Dimensity 7300 Processor,50MP,50MP + 2MP,1 Year,No Warranty,6500,6.72,8,128
21999,4.4,31,25499,13%,vivo,Dimensity 7300 Processor,50MP,50MP + 2MP,1 Year,No Warranty,6500,6.72,8,256
31999,4.4,32,35999,11%,realme,Dimensity 6300 Processor,50MP,50MP + 50MP + 8MP,1 Year,1 Year,6000,6.83,8,256
30999,4.4,32,45999,32%,Samsung,Exynos 1480 Processor,50MP,32MP,1 Year,1 Year,5000,6.6,8,256
25999,4.6,32,32999,21%,realme,Dimensity 7400 Ultra Processor,50MP,50MP + 8MP,1 Year,1 Year,10001,6.8,8,128
31999,4.4,32,34999,8%,vivo,Dimensity 7360-Turbo Processor,50MP,200MP + 8MP,1 Year,1 Year,6500,6.77,8,128
33999,4.4,32,36999,8%,vivo,Dimensity 7360-Turbo Processor,50MP,200MP + 8MP,1 Year,1 Year,6500,6.77,8,256
460,3.5,32,999,53%,HOTLINE,Dimensity 6300 Processor,0.3MP,0.3MP,Up to 6 Months,No Warranty,1000,1.8,8,0
10999,4.1,32,13999,21%,Samsung,Dimensity 6300 Processor,50MP,50MP + 2MP,1 Year,1 Year,5000,6.7,4,64
15499,4.4,32,17499,11%,vivo,Dimensity 6300 Processor,50MP,5MP,1 Year,1 Year,6000,6.74,6,0
12499,4.4,32,14999,16%,vivo,Dimensity 6300 Processor,50MP,5MP,1 Year,1 Year,6000,6.74,4,0
19499,4.4,32,24999,22%,Infinix,Dimensity 7400 Processor,50MP,64MP + 8MP,1 Year,1 Year,5500,6.78,8,128
11999,4.3,32,14999,20%,Motorola,Snapdragon 6s Gen 3 Processor,50MP,16MP,1 Year,1 Year,5000,6.5,8,128
17999,4.5,32,21999,18%,POCO,Dimensity 6300 Processor,50MP,20MP,1 Year,1 Year,5520,6.77,6,128
38999,4.5,32,43999,11%,vivo,Dimensity 6300 Processor,50MP,50MP + 8MP + 50MP,1 Year,1 Year,6500,6.77,8,256
59999,4.7,32,64999,7%,OPPO,Dimensity 8450 Processor,50MP,200MP + 50MP + 50MP,1 Year,1 Year,6200,6.32,12,256
15989,3.8,32,17999,11%,LAVA,Dimensity 6300 Processor,64MP,64MP,1 Year,1 Year,5000,6.67,8,128
12280,4.0,32,14999,18%,REDMI,Dimensity 6300 Processor,50MP,50MP,1 Year,1 Year,6000,6.9,4,128
30999,4.4,32,32999,21%,REDMI,Dimensity 7300 Ultra Processor,50MP,50MP + 8MP + 2MP,1 Year,1 Year,5500,6.67,8,256
10499,4.2,32,12999,19%,POCO,Mediatek Dimensity 6100+ Processor,50MP,5MP,1 Year,1 Year,5000,6.74,4,128
1799,4.1,32,32999,21%,itel,Unisoc Processor,50MP,0MP,Up to 6 Months,No Warranty,1900,2.8,32,0
9480,4.0,32,12499,24%,Samsung,Dimensity 6300 Processor,50MP,50MP,1 Year,1 Year,5000,6.7,4,64
8999,4.2,32,9999,10%,REDMI,T7250 Processor,32MP,8MP,1 Year,1 Year,5200,6.88,4,128
1299,3.5,33,1999,35%,KARBONN,Dimensity 6300 Processor,0.03MP,50MP,No Warranty,No Warranty,2000,2.4,128,0
10999,4.0,33,12999,15%,OPPO,Dimensity 6300 Processor,13MP,13MP,1 Year,1 Year,6500,6.75,4,64
25999,4.6,33,32999,21%,realme,Dimensity 7400 Ultra Processor,50MP,50MP + 8MP,1 Year,1 Year,10001,6.8,8,128
8999,4.2,33,9999,10%,REDMI,T7250 Processor,32MP,8MP,1 Year,1 Year,5200,6.88,4,128
729,3.8,33,1749,58%,Jio,Dimensity 6300 Processor,0.3MP,0MP,1 Year,No Warranty,1000,1.77,128,0
20109,3.8,33,25999,22%,LAVA,Dimensity 6300 Processor,50MP,50MP,1 Year,1 Year,5000,6.7,8,128
19499,4.4,33,24999,22%,Infinix,Dimensity 7400 Processor,50MP,64MP + 8MP,1 Year,1 Year,5500,6.78,8,128
899,4.0,33,2049,56%,Kechaoda,Dimensity 6300 Processor,50MP,0MP,Up to 6 Months,No Warranty,5500,1.68,8,0
10999,4.1,33,13999,21%,Samsung,Dimensity 6300 Processor,50MP,50MP + 2MP,1 Year,1 Year,5000,6.7,4,64
14999,4.3,33,16999,11%,realme,Dimensity 6300 Processor,50MP,8MP,1 Year,1 Year,6000,6.67,6,128
20999,4.3,33,26999,22%,POCO,Dimensity 6300 Processor,50MP,64MP + 8MP + 2MP,1 Year,1 Year,5100,6.67,12,256
19999,4.4,33,23999,16%,Tecno,Dimensity 7300 Ultimate Processor,64MP,64MP,1 Year,No Warranty,5500,6.78,8,256
14974,4.2,33,19999,25%,REDMI,Dimensity 6300 Processor,108MP,108MP,1 Year,No Warranty,5030,6.79,8,128
14760,4.2,33,19999,26%,REDMI,Dimensity 6300 Processor,108MP,108MP,No Warranty,No Warranty,5030,6.79,8,128
19999,4.4,33,23499,14%,vivo,Dimensity 7300 Processor,50MP,50MP + 2MP,1 Year,No Warranty,6500,6.72,8,128
1249,4.0,33,1499,16%,Kechaoda,Dimensity 6300 Processor,0.3MP,50MP,Up to 6 Months,No Warranty,1700,2.4,16,0
12499,4.3,33,17999,30%,REDMI,Dimensity 6300 Processor,50MP,13MP,1 Year,1 Year,5030,6.79,6,128
7999,4.1,33,8999,11%,REDMI,T7250 Processor,32MP,8MP,1 Year,1 Year,5200,6.88,3,64
102900,4.7,18,32999,21%,Apple,A19 Chip,50MP,18MP,No Warranty,No Warranty,5500,6.3,512,0
33999,4.3,33,40999,17%,MOTOROLA,Dimensity 8350 Processor,50MP,50MP + 50MP + 10MP,1 Year,1 Year,6000,6.7,12,256
23495,4.6,33,26999,12%,REDMI,Dimensity 6300 Processor,108MP,108MP,1 Year,No Warranty,5520,6.77,8,128
460,3.5,33,999,53%,HOTLINE,Dimensity 6300 Processor,0.3MP,0.3MP,Up to 6 Months,No Warranty,1000,1.8,8,0
54999,4.4,33,72999,24%,MOTOROLA,Dimensity 7400X Processor,50MP,50MP + 13MP,1 Year,1 Year,4500,6.9,8,256
15999,4.4,33,19999,20%,Tecno,Dimensity 7300 Ultimate Processor,50MP,50MP,1 Year,No Warranty,6000,6.78,8,256
23999,4.4,34,30999,22%,REDMI,Dimensity 7300 Ultra Processor,50MP,50MP + 8MP + 2MP,1 Year,1 Year,5500,6.67,8,256
22999,4.1,34,26999,14%,OPPO,Dimensity 6300 Processor,50MP,50MP + 2MP,1 Year,1 Year,7000,6.75,8,128
25999,4.4,34,29999,13%,vivo,Dimensity 7300 Processor,50MP,50MP + 2MP,1 Year,1 Year,5500,6.77,8,128
25999,4.6,34,32999,21%,realme,Dimensity 7400 Ultra Processor,50MP,50MP + 8MP,1 Year,1 Year,10001,6.8,8,128
27999,4.4,34,31999,12%,vivo,Dimensity 7300 Processor,50MP,50MP + 2MP,1 Year,1 Year,5500,6.77,8,256
22999,4.4,34,25999,11%,vivo,Dimensity 6300 Processor,50MP,50MP + 2MP,1 Year,1 Year,6000,6.67,8,128
17999,4.3,34,32999,21%,REDMI,Dimensity 6300 Processor,108MP,108MP,1 Year,No Warranty,5030,6.79,6,128
726,3.0,34,1699,57%,Samsung,Dimensity 6300 Processor,50MP,50MP,1 Year,No Warranty,5500,1.8,8,0
9999,4.3,34,13999,28%,REDMI,Mediatek Dimensity 6100+ Processor,50MP,5MP,1 Year,1 Year,5000,6.74,4,128
726,3.0,34,1299,44%,Samsung,Dimensity 6300 Processor,50MP,50MP,1 Year,No Warranty,5500,1.8,8,0
11999,4.2,34,12999,7%,realme,Dimensity 6300 Processor,32MP,8MP,1 Year,1 Year,6000,6.67,4,64
1249,4.0,34,1499,16%,Kechaoda,Dimensity 6300 Processor,0.3MP,50MP,Up to 6 Months,No Warranty,1700,2.4,16,0
19990,4.3,34,23499,14%,Samsung,Exynos 1330 Processor,50MP,13MP,1 Year,1 Year,5000,6.7,8,128
102900,4.7,37,32999,21%,Apple,A19 Chip,50MP,18MP,No Warranty,No Warranty,5500,6.3,512,0
11999,4.3,34,14999,20%,Motorola,Snapdragon 6s Gen 3 Processor,50MP,16MP,1 Year,1 Year,5000,6.5,8,128
26399,4.4,34,33999,22%,vivo,Dimensity 7300 Processor,50MP,50MP + 8MP,1 Year,1 Year,5600,6.77,8,128
9029,4.2,34,10990,17%,LAVA,Dimensity 6300 Processor,50MP,50MP,1 Year,1 Year,5000,6.6,4,64
23364,4.6,34,26999,13%,REDMI,Dimensity 6300 Processor,108MP,108MP,1 Year,No Warranty,5520,6.77,8,128
938,4.1,34,1199,21%,LAVA,Dimensity 6300 Processor,50MP,0MP,1 Year,1 Year,5500,1.8,32,32
9654,4.3,34,13999,31%,REDMI,Dimensity 6300 Processor,50MP,50MP,1 Year,No Warranty,5000,6.74,4,128
599,3.4,34,999,40%,Lvix,Dimensity 6300 Processor,0.3MP,0.3MP,Up to 6 Months,No Warranty,1000,1.77,8,0
729,3.8,34,1749,58%,Jio,Dimensity 6300 Processor,0.3MP,0MP,1 Year,No Warranty,1000,1.77,128,0
25999,4.6,35,32999,21%,realme,Dimensity 7400 Ultra Processor,50MP,50MP + 8MP,1 Year,1 Year,10001,6.8,8,128
854,3.8,35,1699,49%,I,Dimensity 6300 Processor,0.3MP,50MP,1 Year,1 Year,2500,2.4,8,0
729,3.8,35,1749,58%,Jio,Dimensity 6300 Processor,0.3MP,0MP,1 Year,No Warranty,1000,1.77,128,0
15499,4.2,35,16499,6%,Samsung,Exynos 1330 Processor,50MP,13MP,1 Year,1 Year,5000,6.7,4,128
1109,4.1,35,1649,32%,itel,Dimensity 6300 Processor,0.3MP,0.3MP,1 Year,No Warranty,1200,2.4,8,0
930,4.0,35,1599,41%,Kechaoda,Dimensity 6300 Processor,50MP,0MP,Up to 6 Months,No Warranty,5500,0.66,16,0
23999,4.4,35,31999,25%,realme,Dimensity 8350 Ultra Processor,50MP,50MP + 8MP,1 Year,1 Year,6000,6.83,8,128
45999,4.6,35,49999,8%,OPPO,Dimensity 6300 Processor,50MP,50MP + 50MP + 8MP,1 Year,1 Year,6500,6.59,8,256
13499,4.1,35,15999,15%,Samsung,Dimensity 6300 Processor,50MP,50MP,1 Year,1 Year,5000,6.7,4,128
809,3.8,35,1999,59%,Jmax,Dimensity 6300 Processor,1.3MP,1.3MP,1 Year,No Warranty,2250,2.4,8,0
13499,4.4,35,15999,15%,vivo,Dimensity 6300 Processor,50MP,5MP,1 Year,1 Year,6000,6.74,4,0
21999,4.4,35,22999,4%,Nothing,MediaTek Dimensity 7300 Pro Processor,50MP,50MP + 8MP + 2MP,1 Year,No Warranty,5000,6.7,8,128
1289,4.0,35,1499,14%,Kechaoda,Dimensity 6300 Processor,0.3MP,50MP,Up to 6 Months,No Warranty,1700,2.4,16,0
26999,4.5,35,35999,25%,realme,Dimensity 8350 Ultra Processor,50MP,50MP + 8MP,1 Year,1 Year,6000,6.83,12,256
7990,4.4,35,8699,8%,itel,Dimensity 6300 Processor,13MP,13MP,1 Year,No Warranty,5000,6.6,4,64
11296,4.2,35,12999,13%,IQOO,Dimensity 6300 Processor,50MP,50MP,1 Year,No Warranty,6000,6.74,4,64
40999,4.4,35,52999,22%,realme,Dimensity Processor,50MP,50MP + 50MP + 50MP + 8MP,1 Year,1 Year,7000,6.78,12,512
1299,3.0,35,1999,35%,Samsung,Dimensity 6300 Processor,0.3MP,0.3MP,No Warranty,No Warranty,1000,2.0,4,0
25999,4.4,35,29999,13%,vivo,Dimensity 7300 Processor,50MP,50MP + 2MP,1 Year,1 Year,5500,6.77,8,128
24999,4.4,35,27999,10%,vivo,Dimensity 6300 Processor,50MP,50MP + 2MP,1 Year,1 Year,6000,6.74,8,256
34999,4.3,35,41999,16%,OPPO,Dimensity 6300 Processor,50MP,50MP + 2MP,1 Year,1 Year,7000,6.8,8,256
36999,4.4,35,44999,17%,OPPO,Dimensity 6300 Processor,50MP,50MP + 2MP,1 Year,1 Year,7000,6.8,12,256
25999,4.6,36,32999,21%,realme,Dimensity 7400 Ultra Processor,50MP,50MP + 8MP,1 Year,1 Year,10001,6.8,8,128
25999,4.3,36,31999,18%,MOTOROLA,Dimensity 7400 Processor,50MP,50MP,1 Year,1 Year,5500,6.67,12,256
108799,4.6,36,134999,19%,Samsung,Snapdragon 8 Gen 3 Processor,50MP,200MP + 50MP + 12MP + 10MP,1 Year,1 Year,5000,6.8,12,256
134900,4.7,36,32999,21%,Apple,A19 Chip,50MP,18MP,No Warranty,No Warranty,5500,6.3,256,0
45999,4.5,36,50999,9%,vivo,Dimensity 6300 Processor,50MP,50MP + 8MP + 50MP,1 Year,1 Year,6500,6.77,16,512
19999,4.4,36,28999,31%,realme,Dimensity 6300 Processor,50MP,50MP + 2MP,1 Year,1 Year,6000,6.83,8,128
31999,4.4,36,34999,8%,vivo,Dimensity 7360-Turbo Processor,50MP,200MP + 8MP,1 Year,1 Year,6500,6.77,8,128
36999,4.4,36,48999,24%,realme,Dimensity Processor,50MP,50MP + 50MP + 50MP + 8MP,1 Year,1 Year,7000,6.78,12,256
2499,3.4,36,3499,28%,Jio,Dimensity 6300 Processor,0.3MP,50MP,No Warranty,No Warranty,1500,2.4,8,0
19999,4.4,36,20999,4%,realme,Mediatek Dimensity 7400 Processor,50MP,50MP + 8MP,1 Year,1 Year,7000,6.77,6,128
1262,4.1,36,1899,33%,itel,Dimensity 6300 Processor,0.3MP,50MP,Up to 6 Months,No Warranty,1500,2.0,32,0
38999,4.5,36,43999,11%,vivo,Dimensity 6300 Processor,50MP,50MP + 8MP + 50MP,1 Year,1 Year,6500,6.77,8,256
14974,4.2,36,19999,25%,REDMI,Dimensity 6300 Processor,108MP,108MP,1 Year,No Warranty,5030,6.79,8,128
12999,4.1,36,16999,23%,Samsung,Dimensity 6300 Processor,50MP,50MP + 2MP,1 Year,1 Year,5000,6.7,6,128
11799,4.3,36,13999,15%,POCO,Dimensity 6300 Processor,50MP,8MP,1 Year,1 Year,5160,6.88,8,128
21999,4.4,36,32999,21%,realme,Mediatek Dimensity 7400 Processor,50MP,50MP + 8MP,1 Year,1 Year,7000,6.77,8,128
11277,4.2,36,12999,13%,realme,Dimensity 6300 Processor,32MP,8MP,1 Year,1 Year,6000,6.67,4,64
14198,4.3,36,15999,11%,REDMI,Dimensity 6300 Processor,50MP,50MP,1 Year,1 Year,6000,6.9,6,128
3215,4.0,36,3899,17%,itel,Dimensity 6300 Processor,0.8MP,50MP,More than 1 Year,No Warranty,1200,2.4,64,0
13740,4.3,36,15999,14%,REDMI,Dimensity 6300 Processor,50MP,50MP,1 Year,1 Year,6000,6.9,6,128
154900,4.7,18,32999,21%,Apple,A19 Chip,50MP,18MP,No Warranty,No Warranty,5500,6.3,512,0
9999,4.4,25,13999,28%,BlackZone,Dimensity 6300 Processor,32MP,32MP,1 Year,No Warranty,5000,6.6,8,128
1330,4.0,37,1599,16%,LAVA,Dimensity 6300 Processor,0.3MP,0.3MP,1 Year,1 Year,1200,2.4,8,0
25999,4.6,37,32999,21%,realme,Dimensity 7400 Ultra Processor,50MP,50MP + 8MP,1 Year,1 Year,10001,6.8,8,128
13499,4.6,37,14499,6%,OPPO,Dimensity 6300 Processor,13MP,13MP,1 Year,1 Year,6500,6.75,4,64
599,3.3,37,999,40%,ringme,Dimensity 6300 Processor,0.3MP,0.3MP,Up to 6 Months,No Warranty,1000,1.8,8,0
23999,4.4,37,31999,25%,realme,Dimensity 8350 Ultra Processor,50MP,50MP + 8MP,1 Year,1 Year,6000,6.83,8,128
11296,4.2,37,12999,13%,IQOO,Dimensity 6300 Processor,50MP,50MP,1 Year,No Warranty,6000,6.74,4,64
14499,4.6,37,15999,9%,OPPO,Dimensity 6300 Processor,13MP,13MP,1 Year,1 Year,6500,6.75,4,128
3299,3.4,34,5199,36%,BlackZone,Octa Core Processor,50MP,50MP,1 Year,No Warranty,3000,2.8,3,16
7499,4.1,37,8999,16%,POCO,Helio G36 Processor,8MP,5MP,1 Year,1 Year,5000,6.71,4,64
8390,4.0,37,8399,21%,LAVA,Dimensity 6300 Processor,50MP,50MP,1 Year,1 Year,5000,6.6,4,128
23364,4.6,37,26999,13%,REDMI,Dimensity 6300 Processor,108MP,108MP,1 Year,No Warranty,5520,6.77,8,128
9654,4.3,37,13999,31%,REDMI,Dimensity 6300 Processor,50MP,50MP,1 Year,No Warranty,5000,6.74,4,128
53999,4.6,37,59999,10%,OPPO,Dimensity 6300 Processor,50MP,50MP + 50MP + 8MP,1 Year,1 Year,6500,6.59,12,512
19999,4.4,37,20999,4%,realme,Mediatek Dimensity 7400 Processor,50MP,50MP + 8MP,1 Year,1 Year,7000,6.77,6,128
6999,4.3,37,7999,12%,Ai,T615 Processor,50MP,5MP,1 Year,1 Year,5000,6.745,4,64
34999,4.3,37,39999,12%,realme,Dimensity 8400-MAX Processor,50MP,50MP + 8MP,No Warranty,No Warranty,7000,6.8,8,256
17999,4.4,37,19999,10%,Tecno,Dimensity 7300 Ultimate Processor,64MP,64MP,1 Year,No Warranty,5500,6.78,8,128
7955,4.4,37,10499,24%,Samsung,Helio G99 Processor,50MP,50MP,1 Year,1 Year,5000,6.7,4,64
48999,4.6,37,54999,10%,OPPO,Dimensity 6300 Processor,50MP,50MP + 50MP + 8MP,1 Year,1 Year,6500,6.59,12,256
1262,4.1,37,1899,33%,itel,Dimensity 6300 Processor,0.3MP,50MP,Up to 6 Months,No Warranty,1500,2.0,32,0
74999,4.6,38,80999,7%,Samsung,Dimensity 6300 Processor,50MP,50MP + 10MP + 12MP,1 Year,1 Year,4000,6.2,12,256
11390,4.2,38,12999,12%,IQOO,Dimensity 6300 Processor,50MP,50MP,1 Year,No Warranty,6000,6.74,4,64
25999,4.6,38,32999,21%,realme,Dimensity 7400 Ultra Processor,50MP,50MP + 8MP,1 Year,1 Year,10001,6.8,8,128
6999,4.3,38,7999,12%,Ai,T615 Processor,50MP,5MP,1 Year,1 Year,5000,6.745,4,64
55354,4.6,38,59999,7%,Samsung,Exynos 2400 Processor,50MP,50MP + 12MP + 8MP,1 Year,1 Year,4900,6.7,8,128
13499,4.6,38,14499,6%,OPPO,Dimensity 6300 Processor,13MP,13MP,1 Year,1 Year,6500,6.75,4,64
13999,4.3,38,16999,17%,POCO,Snapdragon 6s Gen 3 5G Processor,50MP,50MP,1 Year,1 Year,7000,6.9,6,128
12999,4.2,38,13999,7%,realme,Dimensity 6300 Processor,32MP,8MP,1 Year,1 Year,6000,6.67,4,128
1119,4.1,38,1649,32%,itel,Dimensity 6300 Processor,0.3MP,0.3MP,1 Year,No Warranty,1200,2.4,8,0
20109,3.8,38,25999,22%,LAVA,Dimensity 6300 Processor,50MP,50MP,1 Year,1 Year,5000,6.7,8,128
16499,4.3,38,19499,15%,OPPO,Dimensity 6300 Processor,50MP,50MP + 2MP,1 Year,1 Year,6000,6.67,6,128
53999,4.6,38,59999,10%,OPPO,Dimensity 6300 Processor,50MP,50MP + 50MP + 8MP,1 Year,1 Year,6500,6.59,12,512
48999,4.6,38,54999,10%,OPPO,Dimensity 6300 Processor,50MP,50MP + 50MP + 8MP,1 Year,1 Year,6500,6.59,12,256
28999,4.3,38,32999,12%,POCO,Dimensity D8300 Ultra Processor,50MP,64MP + 8MP + 2MP,1 Year,1 Year,5000,6.67,12,512
497,3.5,38,999,50%,HOTLINE,Dimensity 6300 Processor,0.3MP,0.3MP,Up to 6 Months,No Warranty,1000,1.8,8,0
471,3.5,38,999,52%,HOTLINE,Dimensity 6300 Processor,0.3MP,0.3MP,Up to 6 Months,No Warranty,1000,1.8,8,0
34999,4.3,38,39999,12%,realme,Dimensity 8400-MAX Processor,50MP,50MP + 8MP,No Warranty,No Warranty,7000,6.8,8,256
1459,4.1,38,2499,41%,I,Dimensity 6300 Processor,0.3MP,50MP,1 Year,1 Year,2000,1.8,8,0
36999,4.5,38,41999,11%,vivo,Dimensity 6300 Processor,50MP,50MP + 8MP + 50MP,1 Year,1 Year,6500,6.77,8,128
74999,4.5,38,79999,6%,Google,Tensor G5 Processor,50MP,48MP + 13MP + 10.8MP,1 Year,No Warranty,4970,6.3,12,256
46999,4.4,38,52999,11%,Samsung,Exynos 1580 Processor,50MP,50MP + 12MP + 5MP,1 Year,1 Year,5000,6.7,12,256
31580,4.0,38,34999,9%,Samsung,Dimensity 6300 Processor,50MP,50MP,1 Year,1 Year,5000,6.7,12,256
9398,4.1,38,9499,1%,LAVA,Dimensity 6300 Processor,13MP,13MP,1 Year,1 Year,5000,6.7,4,64
16999,4.5,38,17499,2%,OPPO,Dimensity 6300 Processor,13MP,13MP,1 Year,1 Year,6500,6.75,6,128
2499,3.4,39,3499,28%,Jio,Dimensity 6300 Processor,0.3MP,50MP,No Warranty,No Warranty,1500,2.4,8,0
16999,4.5,39,17499,2%,OPPO,Dimensity 6300 Processor,13MP,13MP,1 Year,1 Year,6500,6.75,6,128
19999,4.3,39,27999,28%,POCO,Dimensity 7300 Ultra Processor,50MP,50MP + 8MP + 2MP,1 Year,1 Year,5500,6.67,8,256
1839,3.8,39,2399,23%,hmd,Dimensity 6300 Processor,50MP,50MP,1 Year,No Warranty,1000,2.0,8,0
