product_name,price,ratings,features,pagenum,originalprice,Discount,Review
"OnePlus Nord CE4 (Dark Chrome, 128 GB)","₹23,058",4.4,8 GB RAM | 128 GB ROM17.02 cm (6.7 inch) Display50MP Rear Camera5500 mAh BatteryOxygenOS 14.0 ProcessorDomestic Warranty 1 Year For Handset And 6 month For Accessories.,21,"₹24,999",7% off,"28,237 Ratings & 1,538 Reviews"
"Samsung Galaxy A16 5G (Light Green, 128 GB)","₹15,784",4.2,6 GB RAM | 128 GB ROM17.02 cm (6.7 inch) Full HD+ Display50MP + 5MP + 2MP | 13MP Front Camera5000 mAh BatteryDimensity 6300 Processor1 Year Manufacturer Warranty for Device and 6 Months for Inbox Accessories,21,"₹19,999",21% off,"4,458 Ratings & 197 Reviews"
"REDMI 15C 5G (Dusk Purple, 128 GB)","₹15,339",4.3,8 GB RAM | 128 GB ROM17.53 cm (6.9 inch) Display50MP Rear Camera6000 mAh Battery1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,21,"₹16,999",9% off,38 Ratings & 4 Reviews
"Samsung M06 5G (Sage Green, 128 GB)","₹10,598",4.1,4 GB RAM | 128 GB ROM17.02 cm (6.7 inch) Display50MP Rear Camera5000 mAh Battery1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,21,"₹11,700",9% off,"1,082 Ratings & 66 Reviews"
"MOTOROLA g05 (Forest Green, 64 GB)","₹7,299",4.2,4 GB RAM | 64 GB ROM | Expandable Upto 1 TB16.94 cm (6.67 inch) HD+ Display50MP Rear Camera | 8MP Front Camera5100 mAh BatteryHelio G81 Processor1 Year Warranty on Handset and 6 Months Warranty on Accessories,21,"₹9,999",27% off,"79,805 Ratings & 4,779 Reviews"
"realme P4 5G (Steel Grey, 128 GB)","₹19,999",4.4,6 GB RAM | 128 GB ROM17.2 cm (6.77 inch) Display50MP + 8MP | 16MP Front Camera7000 mAh BatteryMediatek Dimensity 7400 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,21,"₹20,999",4% off,"20,163 Ratings & 1,273 Reviews"
"realme P4 5G (Engine Blue, 128 GB)","₹21,999",4.4,8 GB RAM | 128 GB ROM17.2 cm (6.77 inch) Display50MP + 8MP | 16MP Front Camera7000 mAh BatteryMediatek Dimensity 7400 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,21,,,"14,874 Ratings & 1,000 Reviews"
Kechaoda K33,₹998,4,32 MB RAM | 32 GB ROM | Expandable Upto 32 MB3.66 cm (1.44 inch) NA Display0.3MP + 0MP | 0MP Front Camera800 mAh BatteryNA Processor1 Year Manufacturer Warranty,21,"₹2,200",54% off,"11,171 Ratings & 622 Reviews"
"realme 16 Pro 5G (Pebble Grey, 256 GB)","₹39,999",4.5,12 GB RAM | 256 GB ROM17.22 cm (6.78 inch) Full HD+ Display200MP + 8MP | 50MP Front Camera7000 mAh BatteryDimensity 7300 Max Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In-Box Accessories,21,,,383 Ratings & 43 Reviews
"vivo Y31 5G (Diamond Green, 128 GB)","₹18,499",4.4,6 GB RAM | 128 GB ROM16.97 cm (6.68 inch) Full HD+ Display50MP + 0.08MP | 8MP Front Camera6500 mAh Battery4 Gen 2 Processor1 Year Warranty,21,"₹21,499",13% off,522 Ratings & 21 Reviews
"I Kall I6 Multimedia Mobile Phone - 2.4"" Display, 2500mAh Battery, Triple-Sim",₹899,3.8,32 MB RAM | 32 MB ROM | Expandable Upto 8 GB6.1 cm (2.4 inch) Display0.3MP Rear Camera2500 mAh Battery1 Year Manufacturing Warranty for Product and 6 Month on Accessories.,21,"₹1,699",47% off,25 Ratings & 0 Reviews
LAVA A5 2025,"₹1,208",4.1,4 MB RAM | 24 MB ROM | Expandable Upto 32 GB6.1 cm (2.4 inch) HVGA Display0.3MP + 0MP | 0MP Front Camera1200 mAh BatteryMtk ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Battery and Accessories,21,"₹1,599",24% off,"8,595 Ratings & 697 Reviews"
"IQOO Neo 10R 5G (Raging Blue, 256 GB)","₹31,980",4.5,8 GB RAM | 256 GB ROM17.22 cm (6.78 inch) Display50MP Rear Camera6400 mAh Battery1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,21,"₹33,999",5% off,"6,011 Ratings & 382 Reviews"
"Infinix GT 30 Pro 5G+ (Dark Flare, 256 GB)","₹25,999",4.4,8 GB RAM | 256 GB ROM17.22 cm (6.78 inch) Display108MP + 8MP | 13MP Front Camera5500 mAh BatteryDimensity 8350 Ultimate Processor1 Year Warranty for Handset and 6 Months Warranty for Accessories,21,"₹31,999",18% off,"2,300 Ratings & 163 Reviews"
"REDMI 14C 5G (Stargaze Black, 128 GB)","₹12,399",4.3,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.48 cm (6.88 inch) HD+ Display50MP Rear Camera | 8MP Front Camera5160 mAh Battery4 Gen 2 5G Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,21,"₹13,999",11% off,"10,036 Ratings & 488 Reviews"
"MOTOROLA Edge 60 Fusion 5G (PANTONE Zephyr, 256 GB)","₹24,999",4.4,12 GB RAM | 256 GB ROM | Expandable Upto 1 TB16.94 cm (6.67 inch) Display50MP + 13MP | 32MP Front Camera5500 mAh BatteryDimensity 7400 Processor68W Charger1 Year Warranty on Handset and 6 Months Warranty on Accessories,21,"₹27,999",10% off,"48,591 Ratings & 2,510 Reviews"
"OnePlus 13s 5G (Pink Satin, 256 GB)","₹52,989",4.6,12 GB RAM | 256 GB ROM16.05 cm (6.32 inch) Display50MP Rear Camera5850 mAh Battery1 Year Warranty,21,"₹57,999",8% off,"1,396 Ratings & 105 Reviews"
