product_name,price,ratings,features,pagenum,originalprice,Discount,Review
"Samsung Galaxy A35 5G (Awesome Navy, 128 GB)","₹19,999",4.4,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.76 cm (6.6 inch) Full HD+ Display50MP + 8MP + 5MP | 13MP Front Camera5000 mAh BatterySamsung Exynos 1380 Processor1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,7,"₹33,999",41% off,"73,136 Ratings & 4,305 Reviews"
"Infinix Note 50s 5G+ (Titanium Grey, 128 GB)","₹17,999",4.4,6 GB RAM | 128 GB ROM17.22 cm (6.78 inch) Full HD+ Display64MP + 2MP | 13MP Front Camera5500 mAh BatteryDimensity 7300 Ultimate Processor1 Year Warranty for Handset and 6 Months Warranty for Accessories,7,"₹19,999",10% off,"10,385 Ratings & 651 Reviews"
"Samsung Galaxy F06 5G (Bahama Blue, 64 GB)","₹8,999",4.2,4 GB RAM | 64 GB ROM | Expandable Upto 1500 GB17.02 cm (6.7 inch) HD+ Display50MP + 2MP | 8MP Front Camera5000 mAh BatteryDimensity 6300 Processor1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,7,"₹12,499",28% off,"40,373 Ratings & 2,384 Reviews"
"POCO C85 5G (Power Black, 128 GB)","₹11,999",4.3,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.53 cm (6.9 inch) HD+ Display50MP Rear Camera | 8MP Front Camera6000 mAh Lithium-Ion Polymer BatteryDimensity 6300 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,7,"₹15,499",22% off,250 Ratings & 12 Reviews
"IQOO Z10 5G (Glacier Silver / Silver, 256 GB)","₹27,769",4.4,12 GB RAM | 256 GB ROM17.02 cm (6.7 inch) Display50MP Rear Camera7300 mAh Battery1 Year Warranty on Handset and 6 Months Warranty on Accessories,7,"₹29,999",7% off,"1,192 Ratings & 67 Reviews"
Jio Bharat v4 black with upi,₹709,4.1,32 MB RAM | 32 MB ROM | Expandable Upto 128 MB11.43 cm (4.5 inch) QVGA Display0.3MP Rear Camera | 0MP Front Camera1000 mAh BatteryNA Processor1 year,7,"₹1,699",58% off,14 Ratings & 0 Reviews
"realme P3 Lite 5G Charger in the Box (Midnight Lily, 128 GB)","₹11,999",4.4,4 GB RAM | 128 GB ROM | Expandable Upto 2 TB16.94 cm (6.67 inch) Display32MP Rear Camera | 8MP Front Camera6000 mAh BatteryDimensity 6300 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,7,"₹12,999",7% off,"9,486 Ratings & 381 Reviews"
Micromax X778,"₹1,430",3.8,32 MB RAM | 32 MB ROM6.1 cm (2.4 inch) Display0.3MP Rear Camera2700 mAh BatteryOne Year manufacturer Warranty,7,"₹1,999",28% off,"4,952 Ratings & 389 Reviews"
"POCO M7 Plus 5G (Chrome Silver, 128 GB)","₹14,999",4.3,8 GB RAM | 128 GB ROM | Expandable Upto 2 TB17.53 cm (6.9 inch) Display50MP AI Dual Camera7000 mAh BatterySnapdragon 6s Gen 3 5G Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,7,"₹17,999",16% off,"3,988 Ratings & 230 Reviews"
"IQOO Z10R 5G (Aquamarine, 128 GB)","₹20,363",4.4,8 GB RAM | 128 GB ROM17.2 cm (6.77 inch) Display50MP Rear Camera5700 mAh Battery1 Year Warranty,7,"₹23,499",13% off,"3,776 Ratings & 217 Reviews"
Kechaoda A26_Pink,₹899,4,32 MB RAM | 16 GB ROM | Expandable Upto 32 MB1.68 cm (0.66 inch) NA Display0MP | 0MP Front Camera800 mAh BatteryNA Processor3 Months Company Warranty,8,"₹1,499",40% off,"2,371 Ratings & 65 Reviews"
"REDMI A4 (Starry Black, 128 GB)","₹11,477",4.2,6 GB RAM | 128 GB ROM17.48 cm (6.88 inch) Display50MP + 50MP | 5MP Dual Front Camera5160 mAh BatterySnapdragon 4s Gen 2 5G Processor Processor1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,8,"₹12,999",11% off,"2,231 Ratings & 78 Reviews"
"realme P4 Power 5G (TransSilver, 128 GB)","₹25,999",4.6,8 GB RAM | 128 GB ROM17.27 cm (6.8 inch) Full HD+ AMOLED Display50MP + 8MP | Yes10001 mAh BatteryDimensity 7400 Ultra Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,8,"₹32,999",21% off,"1,008 Ratings & 90 Reviews"
"IQOO Z10R 5G (Moonstone, 128 GB)","₹20,167",4.4,8 GB RAM | 128 GB ROM17.2 cm (6.77 inch) Display50MP Rear Camera5700 mAh Battery1 Year Warranty,8,"₹23,499",14% off,"3,776 Ratings & 217 Reviews"
"IQOO Z10R 5G (Aquamarine, 128 GB)","₹20,363",4.4,8 GB RAM | 128 GB ROM17.2 cm (6.77 inch) Display50MP Rear Camera5700 mAh Battery1 Year Warranty,8,"₹23,499",13% off,"3,776 Ratings & 217 Reviews"
"IQOO Z10R 5G (Aquamarine, 256 GB)","₹22,487",4.4,8 GB RAM | 256 GB ROM17.2 cm (6.77 inch) Display50MP Rear Camera5700 mAh Battery1 Year Warranty,8,"₹24,999",10% off,"3,776 Ratings & 217 Reviews"
"POCO C85 5G (Power Black, 128 GB)","₹11,999",4.3,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.53 cm (6.9 inch) HD+ Display50MP Rear Camera | 8MP Front Camera6000 mAh Lithium-Ion Polymer BatteryDimensity 6300 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,8,"₹15,499",22% off,250 Ratings & 12 Reviews
"realme Narzo 80 Lite 5G (Crystal Purple, 128 GB)","₹11,390",4.3,4 GB RAM | 128 GB ROM16.94 cm (6.67 inch) Display32MP Rear Camera6000 mAh Battery1 Year Warranty,8,"₹13,999",18% off,797 Ratings & 43 Reviews
"Apple iPhone 14 (Starlight, 128 GB)","₹54,900",4.6,"128 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display12MP + 12MP | 12MP Front CameraA15 Bionic Chip, 6 Core Processor Processor1 year warranty for phone and 1 year warranty for in Box Accessories.",23,,,"3,21,738 Ratings & 11,943 Reviews"
LAVA Gem 2025,"₹1,677",4.1,4 MB RAM | 32 GB ROM | Expandable Upto 32 GB7.11 cm (2.8 inch) HVGA Display0.3MP + 0MP | 0MP Front Camera2575 mAh BatteryMtk Processor1 YEAR REPLACEMENT WARRANTY,8,"₹2,099",20% off,"4,360 Ratings & 276 Reviews"
"POCO M7 Plus 5G (Chrome Silver, 128 GB)","₹14,999",4.3,8 GB RAM | 128 GB ROM | Expandable Upto 2 TB17.53 cm (6.9 inch) Display50MP AI Dual Camera7000 mAh BatterySnapdragon 6s Gen 3 5G Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,8,"₹17,999",16% off,"3,988 Ratings & 230 Reviews"
"Ai+ Pulse (Purple, 64 GB)","₹6,999",4.3,4 GB RAM | 64 GB ROM | Expandable Upto 1 TB17.13 cm (6.745 inch) HD+ Display50MP Rear Camera | 5MP Front Camera5000 mAh BatteryT615 Processor1 Year Warranty on Handset and 6 Months Warranty on the Inbox Accessories,8,"₹7,999",12% off,"44,538 Ratings & 2,650 Reviews"
"IQOO Z10R 5G (Moonstone, 256 GB)","₹22,599",4.4,8 GB RAM | 256 GB ROM17.2 cm (6.77 inch) Display50MP Rear Camera5700 mAh Battery1 Year Warranty,8,"₹24,999",9% off,"3,776 Ratings & 217 Reviews"
"POCO M7 5G (Ocean Blue, 128 GB)","₹10,799",4.1,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.48 cm (6.88 inch) HD+ Display50MP Rear Camera | 8MP Front Camera5160 mAh Battery4 Gen 2 5G Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,8,"₹12,999",16% off,"75,020 Ratings & 3,468 Reviews"
"realme P4 Power 5G (TransOrange, 256 GB)","₹27,999",4.6,8 GB RAM | 256 GB ROM17.27 cm (6.8 inch) Full HD+ AMOLED Display50MP + 8MP | Yes10001 mAh BatteryDimensity 7400 Ultra Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,8,"₹34,999",20% off,"1,008 Ratings & 90 Reviews"
"realme P4 Power 5G (TransSilver, 256 GB)","₹27,999",4.6,8 GB RAM | 256 GB ROM17.27 cm (6.8 inch) Full HD+ AMOLED Display50MP + 8MP | Yes10001 mAh BatteryDimensity 7400 Ultra Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,8,"₹34,999",20% off,"1,008 Ratings & 90 Reviews"
"REDMI A4 (Sparkle Purple, 128 GB)","₹11,878",4.2,6 GB RAM | 128 GB ROM17.48 cm (6.88 inch) Display50MP + 50MP | 5MP Dual Front Camera5160 mAh BatterySnapdragon 4s Gen 2 5G Processor Processor1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,8,"₹12,999",8% off,"2,231 Ratings & 78 Reviews"
"MOTOROLA Signature (PANTONE Martini Olive, 512 GB)","₹64,999",4.5,16 GB RAM | 512 GB ROM17.27 cm (6.8 inch) Super HD Display50MP + 50MP + 50MP | 50MP Front Camera5200 mAh BatterySnapdragon 8 Gen 5 Processor1 Year Warranty on Handset and 6 Months Warranty on Accessories,8,"₹79,999",18% off,114 Ratings & 21 Reviews
"POCO M7 Pro 5G (Lunar Dust, 128 GB)","₹13,499",4.3,6 GB RAM | 128 GB ROM16.94 cm (6.67 inch) Full HD+ Display50MP + 2MP | 20MP Front Camera5110 mAh BatteryDimensity 7025 Ultra Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,8,"₹18,999",28% off,"37,585 Ratings & 2,682 Reviews"
Jmax Deluxe 6,₹599,4,32 MB RAM | 32 MB ROM4.57 cm (1.8 inch) Display0.3MP Rear Camera1150 mAh BatteryNA Processor3 Month Service Center warranty,8,₹999,40% off,700 Ratings & 57 Reviews
"MOTOROLA Edge 60 Pro (Pantone Sparkling Grape, 256 GB)","₹29,999",4.3,8 GB RAM | 256 GB ROM17.02 cm (6.7 inch) Display50MP + 50MP + 10MP | 50MP Front Camera6000 mAh BatteryDimensity 8350 Processor1 Year Warranty on Handset and 6 Months Warranty on Accessories,8,"₹36,999",18% off,"46,783 Ratings & 3,440 Reviews"
"IQOO Z10R 5G (Aquamarine, 256 GB)","₹24,799",4.3,12 GB RAM | 256 GB ROM17.2 cm (6.77 inch) Display50MP Rear Camera5700 mAh Battery1 Year Warranty,8,"₹26,999",8% off,504 Ratings & 34 Reviews
Micromax X778,"₹1,430",3.8,32 MB RAM | 32 MB ROM6.1 cm (2.4 inch) Display0.3MP Rear Camera2700 mAh BatteryOne Year manufacturer Warranty,8,"₹1,999",28% off,"4,952 Ratings & 389 Reviews"
"Infinix Note 50s 5G+ (Marine Drift, 128 GB)","₹17,999",4.4,6 GB RAM | 128 GB ROM17.22 cm (6.78 inch) Full HD+ Display64MP + 2MP | 13MP Front Camera5500 mAh BatteryDimensity 7300 Ultimate Processor1 Year Warranty for Handset and 6 Months Warranty for Accessories,8,"₹19,999",10% off,"10,385 Ratings & 651 Reviews"
"IQOO Z10R 5G (Moonstone, 256 GB)","₹25,455",4.3,12 GB RAM | 256 GB ROM17.2 cm (6.77 inch) Display50MP Rear Camera5700 mAh Battery1 Year Warranty,9,"₹26,999",5% off,504 Ratings & 34 Reviews
Samsung Guru Music 2 B310ED,₹863,3.1,32 MB RAM | 32 MB ROM | Expandable Upto 100 MB4.57 cm (1.8 inch) VGA Display0MP | 0MP Front Camera800 mAh BatteryNA Processor1 Year Warranty,9,"₹1,998",56% off,"31,559 Ratings & 2,117 Reviews"
Jmax Super 2,₹599,3.9,32 MB RAM | 32 MB ROM4.57 cm (1.8 inch) Display0.3MP Rear Camera1100 mAh Battery3 months Domestic Warranty,9,"₹1,199",50% off,"2,031 Ratings & 159 Reviews"
"OnePlus Nord CE5 5G (Nexus Blue, 128 GB)","₹25,965",4.5,8 GB RAM | 128 GB ROM17.2 cm (6.77 inch) Display50MP Rear Camera7100 mAh Battery1 Year Warranty,9,"₹28,999",10% off,"8,008 Ratings & 438 Reviews"
"realme P4 Power 5G (TransSilver, 128 GB)","₹25,999",4.6,8 GB RAM | 128 GB ROM17.27 cm (6.8 inch) Full HD+ AMOLED Display50MP + 8MP | Yes10001 mAh BatteryDimensity 7400 Ultra Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,9,"₹32,999",21% off,"1,008 Ratings & 90 Reviews"
itel it5262,"₹1,409",4,4 MB RAM | 4 MB ROM | Expandable Upto 32 GB6.1 cm (2.4 inch) Display0.8MP Rear Camera2000 mAh Battery1 year manufacturer warranty,9,"₹1,599",11% off,"2,462 Ratings & 135 Reviews"
Jmax Deluxe 6,₹599,4,32 MB RAM | 32 MB ROM4.57 cm (1.8 inch) Display0.3MP Rear Camera1150 mAh BatteryNA Processor3 Month Service Center warranty,9,₹999,40% off,700 Ratings & 57 Reviews
"Ai+ Pulse (Sparkle Red, 64 GB)","₹6,999",4.3,4 GB RAM | 64 GB ROM | Expandable Upto 1 TB17.13 cm (6.745 inch) HD+ Display50MP Rear Camera | 5MP Front Camera5000 mAh BatteryT615 Processor1 Year Warranty on Handset and 6 Months Warranty on the Inbox Accessories,9,"₹7,999",12% off,"44,538 Ratings & 2,650 Reviews"
Samsung SM-B310EZDDINS,₹783,3.1,100 MB RAM | 100 MB ROM | Expandable Upto 100 MB4.57 cm (1.8 inch) VGA Display0MP | 0MP Front Camera800 mAh BatteryNA ProcessorNo Warranty,9,"₹1,698",53% off,"12,129 Ratings & 768 Reviews"
"OPPO K13x 5G 6000mAh and 45W SUPERVOOC Charger & AI (Midnight Violet, 128 GB)","₹15,999",4.4,4 GB RAM | 128 GB ROM | Expandable Upto 2 TB16.94 cm (6.67 inch) HD+ Display50MP + 2MP | 8MP Front Camera6000 mAh BatteryDimensity 6300 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,9,,,"22,897 Ratings & 1,726 Reviews"
"OPPO K13x 5G 6000mAh and 45W SUPERVOOC Charger & AI (Sunset Peach, 128 GB)","₹15,999",4.4,4 GB RAM | 128 GB ROM | Expandable Upto 2 TB16.94 cm (6.67 inch) HD+ Display50MP + 2MP | 8MP Front Camera6000 mAh BatteryDimensity 6300 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,9,,,"22,897 Ratings & 1,726 Reviews"
"IQOO Z10 Lite 5G (Titanium Blue, 256 GB)","₹15,280",4.3,8 GB RAM | 256 GB ROM17.12 cm (6.74 inch) Display50MP Rear Camera6000 mAh Battery1 Year Brand Warranty,9,"₹16,999",10% off,"2,429 Ratings & 114 Reviews"
"REDMI A4 (Sparkle Purple, 128 GB)","₹11,878",4.2,6 GB RAM | 128 GB ROM17.48 cm (6.88 inch) Display50MP + 50MP | 5MP Dual Front Camera5160 mAh BatterySnapdragon 4s Gen 2 5G Processor Processor1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,9,"₹12,999",8% off,"2,231 Ratings & 78 Reviews"
LAVA A1 Josh BOL,"₹1,028",4.1,4 MB RAM | 4 MB ROM | Expandable Upto 32 GB5.08 cm (2 inch) Quarter QVGA Display0MP | 0MP Front Camera1000 mAh BatteryMtk Processor1 Year Manufacturer Replacement Guarantee for Phone and 6 months Replacement for Accessories in the Box,9,"₹1,399",26% off,"23,569 Ratings & 1,042 Reviews"
"Nothing Phone (3a) Pro (Grey, 128 GB)","₹29,999",4.5,8 GB RAM | 128 GB ROM43.66 cm (17.19 cm) Full HD+ Display50MP (Main) + 50MP (3X Periscope)+ 8MP (Ultra-Wide) | 50MP Front Camera5000 mAh Battery7s Gen3 Processor1 Year Manufacturing Warranty,9,"₹32,999",9% off,"13,583 Ratings & 1,018 Reviews"
"OPPO Reno15c 5G (Twilight Blue, 256 GB)","₹34,999",4.4,8 GB RAM | 256 GB ROM16.69 cm (6.57 inch) Full HD+ Display50MP + 8MP + 2MP | Yes7000 mAh Battery6 Gen 1 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,9,"₹42,999",18% off,39 Ratings & 0 Reviews
"IQOO Z10 Lite 5G (Titanium Blue, 128 GB)","₹11,998",4.2,4 GB RAM | 128 GB ROM17.12 cm (6.74 inch) Display50MP Rear Camera6000 mAh Battery1 Year Warranty,9,"₹13,999",14% off,"2,387 Ratings & 94 Reviews"
"IQOO Z10 Lite 5G (Cyber Green, 128 GB)","₹13,060",4.3,6 GB RAM | 128 GB ROM17.12 cm (6.74 inch) Display50MP Rear Camera6000 mAh Battery1 Year Warranty,9,"₹14,999",12% off,"3,309 Ratings & 136 Reviews"
Nokia All-New 105 Single Sim Keypad Phone with Built-in UPI Payments,"₹1,259",3.7,32 MB RAM | 32 MB ROM4.5 cm (1.77 inch) Display0MP | 0MP Front Camera1000 mAh BatterySC6531E Processor1YR BRAND WARRANTY ON HANDSET & 6 MONTHS WARRANTY ON ACCESSORIES,9,"₹1,599",21% off,"1,06,497 Ratings & 6,795 Reviews"
"Nothing Phone (3a) Pro (Black, 256 GB)","₹33,999",4.5,12 GB RAM | 256 GB ROM43.66 cm (17.19 cm) Full HD+ Display50MP (Main) + 50MP (3X Periscope)+ 8MP (Ultra-Wide) | 50MP Front Camera5000 mAh Battery7s Gen3 Processor1 Year Manufacturing Warranty,9,"₹36,999",8% off,"8,004 Ratings & 482 Reviews"
"realme Narzo 80 Lite 4G (Obsidian Black, 64 GB)","₹8,497",4.3,4 GB RAM | 64 GB ROM17.12 cm (6.74 inch) HD+ Display32MP Rear Camera6300 mAh Battery1 year brand Warranty,9,"₹8,999",5% off,"2,181 Ratings & 84 Reviews"
"Ai+ Nova 5G (Purple, 128 GB)","₹8,999",4.2,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.13 cm (6.745 inch) HD+ Display50MP Rear Camera | 5MP Front Camera5000 mAh BatteryT8200 Processor1 Year Warranty on Handset and 6 Months Warranty on the Inbox Accessories,9,"₹10,999",18% off,"25,287 Ratings & 1,590 Reviews"
LAVA Gem 2025,"₹1,677",4.1,4 MB RAM | 32 GB ROM | Expandable Upto 32 GB7.11 cm (2.8 inch) HVGA Display0.3MP + 0MP | 0MP Front Camera2575 mAh BatteryMtk ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Battery and Accessories,9,"₹2,099",20% off,"4,360 Ratings & 276 Reviews"
"Apple iPhone 14 (Starlight, 128 GB)","₹54,900",4.6,"128 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display12MP + 12MP | 12MP Front CameraA15 Bionic Chip, 6 Core Processor Processor1 year warranty for phone and 1 year warranty for in Box Accessories.",24,,,"3,21,738 Ratings & 11,943 Reviews"
"realme P4 Power 5G (TransSilver, 128 GB)","₹25,999",4.6,8 GB RAM | 128 GB ROM17.27 cm (6.8 inch) Full HD+ AMOLED Display50MP + 8MP | Yes10001 mAh BatteryDimensity 7400 Ultra Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,10,"₹32,999",21% off,"1,008 Ratings & 90 Reviews"
"Nothing Phone (3a) Pro (Grey, 128 GB)","₹29,999",4.5,8 GB RAM | 128 GB ROM43.66 cm (17.19 cm) Full HD+ Display50MP (Main) + 50MP (3X Periscope)+ 8MP (Ultra-Wide) | 50MP Front Camera5000 mAh Battery7s Gen3 Processor1 Year Manufacturing Warranty,10,"₹32,999",9% off,"13,583 Ratings & 1,018 Reviews"
"Apple iPhone 15 (Black, 256 GB)","₹64,900",4.6,"256 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display48MP + 12MP | 12MP Front CameraA16 Bionic Chip, 6 Core Processor Processor1 year warranty for phone and 1 year warranty for in Box Accessories.",17,"₹69,900",7% off,"2,72,171 Ratings & 9,517 Reviews"
"MOTOROLA Edge 60 Pro (Pantone Shadow, 256 GB)","₹29,999",4.3,8 GB RAM | 256 GB ROM17.02 cm (6.7 inch) Display50MP + 50MP + 10MP | 50MP Front Camera6000 mAh BatteryDimensity 8350 Processor1 Year Warranty on Handset and 6 Months Warranty on Accessories,10,"₹36,999",18% off,"46,783 Ratings & 3,440 Reviews"
Nokia All-New 105 Single Sim Keypad Phone with Built-in UPI Payments,"₹1,259",3.7,32 MB RAM | 32 MB ROM4.5 cm (1.77 inch) Display0MP | 0MP Front Camera1000 mAh BatterySC6531E Processor1YR BRAND WARRANTY ON HANDSET & 6 MONTHS WARRANTY ON ACCESSORIES,10,"₹1,599",21% off,"1,06,497 Ratings & 6,795 Reviews"
"IQOO Z10 Lite 5G (Cyber Green, 128 GB)","₹12,029",4.2,4 GB RAM | 128 GB ROM17.12 cm (6.74 inch) Display50MP Rear Camera6000 mAh Battery1 Year Warranty,10,"₹13,999",14% off,"2,387 Ratings & 94 Reviews"
"IQOO Z10 Lite 5G (Titanium Blue, 128 GB)","₹13,354",4.3,6 GB RAM | 128 GB ROM17.12 cm (6.74 inch) Display50MP Rear Camera6000 mAh Battery1 Year Warranty,10,"₹14,999",10% off,"3,309 Ratings & 136 Reviews"
MOTOROLA A10V DS Keypad Phone with Voice Feature|800 mAh Battery|Wireless FM Recording,₹975,4,4 MB RAM | 0.03 GB ROM | Expandable Upto 64 GB4.57 cm (1.8 inch) Display800 mAh Battery1 Year Handset Warranty and 6 Months Warranty on Accessories,10,"₹1,599",39% off,"10,034 Ratings & 646 Reviews"
"POCO F7 5G (Frost White, 512 GB)","₹35,999",4.4,"12 GB RAM | 512 GB ROM17.35 cm (6.83 inch) Display50MP Rear Camera | 20MP Front Camera7550 mAh Li-Polymer + Silicon Carbon Battery8s Gen 4 ProcessorRear Camera -50MP Main Camera -8MP Ultra-wide Camera with night mode and ultra-wide video recordingFront camera -20MP with Portrait Mode | | Front Video Recording | Night ModeDisplay -6.83 inch 1.5K pOLED with 120 Hz refresh rateBattery 7550mAh, 90W charger, 22.5W reverse charging1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories",10,"₹37,999",5% off,"21,347 Ratings & 2,042 Reviews"
"REDMI A4 (Sparkle Purple, 128 GB)","₹10,382",4.3,4 GB RAM | 128 GB ROM17.48 cm (6.88 inch) Display50MP Rear Camera5160 mAh Battery1 Year,10,"₹11,999",13% off,"14,848 Ratings & 618 Reviews"
"REDMI A4 (Starry Black, 64 GB)","₹9,782",4.3,4 GB RAM | 64 GB ROM17.48 cm (6.88 inch) Display50MP Rear Camera5160 mAh Battery1 Year,10,"₹10,999",11% off,"14,848 Ratings & 618 Reviews"
"Ai+ Nova 5G (Pink, 128 GB)","₹8,999",4.2,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.13 cm (6.745 inch) HD+ Display50MP Rear Camera | 5MP Front Camera5000 mAh BatteryT8200 Processor1 Year Warranty on Handset and 6 Months Warranty on the Inbox Accessories,10,"₹10,999",18% off,"25,287 Ratings & 1,590 Reviews"
"OnePlus 15R 5G (Mint Breeze, 512 GB)","₹52,883",4.6,12 GB RAM | 512 GB ROM17.35 cm (6.83 inch) Display50MP Rear Camera7400 mAh Battery1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,10,"₹59,999",11% off,368 Ratings & 19 Reviews
"Tecno Spark Go 5G (Bikaner Red, 128 GB)","₹10,999",4.3,4 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.12 cm (6.74 inch) Display50MP Rear Camera | 5MP Front Camera6000 mAh BatteryDimensity 6400 5G Processor1 Year Manufacturer Warranty for Handset,10,"₹11,999",8% off,"1,618 Ratings & 138 Reviews"
"Tecno Spark Go 5G (Sky Blue, 128 GB)","₹10,999",4.3,4 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.12 cm (6.74 inch) Display50MP Rear Camera | 5MP Front Camera6000 mAh BatteryDimensity 6400 5G Processor1 Year Manufacturer Warranty for Handset,10,"₹11,999",8% off,"1,618 Ratings & 138 Reviews"
"KARBONN Jumbo K9 Keypad Mobile Phone 2.4inch LCD2 MP Camera,1800mAh Battery,FM Vibratore","₹1,293",4,45 MB RAM | 32 MB ROM | Expandable Upto 32 GB6.1 cm (2.4 inch) WQXGA+ Display2MP + 0MP1800 mAh BatteryNot Availble Processor12 month Brand Warrenty,10,"₹1,890",31% off,388 Ratings & 16 Reviews
"realme Narzo 80 Lite 4G (Beach Gold, 64 GB)","₹8,599",4.3,4 GB RAM | 64 GB ROM17.12 cm (6.74 inch) HD+ Display32MP Rear Camera6300 mAh Battery1 year brand Warranty,10,"₹8,999",4% off,"2,181 Ratings & 84 Reviews"
"Ai+ Pulse (Green, 64 GB)","₹6,999",4.3,4 GB RAM | 64 GB ROM | Expandable Upto 1 TB17.13 cm (6.745 inch) HD+ Display50MP Rear Camera | 5MP Front Camera5000 mAh BatteryT615 Processor1 Year Warranty on Handset and 6 Months Warranty on the Inbox Accessories,10,"₹7,999",12% off,"44,538 Ratings & 2,650 Reviews"
"realme Narzo 80 Lite 4G (Obsidian Black, 128 GB)","₹8,975",4.3,6 GB RAM | 128 GB ROM17.12 cm (6.74 inch) HD+ Display32MP Rear Camera6300 mAh Battery1 year brand Warranty,10,"₹10,999",18% off,"1,683 Ratings & 84 Reviews"
"Nothing Phone (3a) Pro (Black, 128 GB)","₹29,999",4.5,8 GB RAM | 128 GB ROM43.66 cm (17.19 cm) Full HD+ Display50MP (Main) + 50MP (3X Periscope)+ 8MP (Ultra-Wide) | 50MP Front Camera5000 mAh Battery7s Gen3 Processor1 Year Manufacturing Warranty,10,"₹32,999",9% off,"13,583 Ratings & 1,018 Reviews"
"Nokia 106 Single Sim Keypad Phone with Built-in UPI App, MP3 Player","₹1,149",3.8,32 MB RAM | 32 MB ROM17.02 cm (6.7 inch) Display1000 mAh BatterySC6531E Processor1YR BRAND WARRANTY ON HANDSET & 6 MONTHS WARRANTY ON ACCESSORIES,10,"₹1,699",32% off,"7,734 Ratings & 413 Reviews"
"OnePlus Nord CE5 5G (Black Infinity, 256 GB)","₹31,499",4.5,12 GB RAM | 256 GB ROM17.2 cm (6.77 inch) Display50MP Rear Camera7100 mAh Battery1 Year Warranty,10,"₹32,999",4% off,456 Ratings & 19 Reviews
"OPPO Reno15c 5G (Afterglow Pink, 256 GB)","₹34,999",4.4,8 GB RAM | 256 GB ROM16.69 cm (6.57 inch) Full HD+ Display50MP + 8MP + 2MP | Yes7000 mAh Battery6 Gen 1 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,10,"₹42,999",18% off,39 Ratings & 0 Reviews
Samsung Guru FM Plus,₹781,4.1,NA ROM3.81 cm (1.5 inch) VGA Display800 mAh BatteryNo Warranty,10,"₹1,699",54% off,"16,041 Ratings & 1,252 Reviews"
"realme P4 Power 5G (TransSilver, 128 GB)","₹25,999",4.6,8 GB RAM | 128 GB ROM17.27 cm (6.8 inch) Full HD+ AMOLED Display50MP + 8MP | Yes10001 mAh BatteryDimensity 7400 Ultra Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,11,"₹32,999",21% off,"1,008 Ratings & 90 Reviews"
"OnePlus 15R 5G (Charcoal Black, 256 GB)","₹47,934",4.6,12 GB RAM | 256 GB ROM17.35 cm (6.83 inch) Display50MP Rear Camera7400 mAh Battery1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,11,"₹54,999",12% off,368 Ratings & 19 Reviews
